id,Дата,"Пробег, км",Время движения час:мин:сек,"Время работы двигателя, час:мин:сек","Время работы двигателя в движении, час:мин:сек","Время работы двигателя без движения, час:мин:сек","Время работы двигателя на холостом ходу, час:мин:сек","Время работы двигателя на нормальных оборотах, час:мин:сек","Время работы двигателя на предельных оборотах, час:мин:сек","Время с выключенным двигателем, час:мин:сек","Время работы двигателя под нагрузкой, час:мин:сек","Начальный объём, л.1","Конечный объём, л.1"
928,14.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,15.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,16.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,17.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,18.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,19.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,20.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,21.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,22.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,23.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,24.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,25.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,26.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,27.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,28.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,29.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,30.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
928,31.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,01.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,02.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,03.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,04.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,05.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,06.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,07.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,08.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,09.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,10.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,11.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,12.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,13.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,14.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,15.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,16.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,17.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,18.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,19.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,20.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,21.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,22.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,23.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,24.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,25.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,26.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,27.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,28.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,29.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,30.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
471,31.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
155,01.12.2021,25.39,01:57:31,12:11:03,01:57:31,10:13:32,01:10:20,11:00:43,00:00:00,11:48:57,11:00:43,0.0,0.0
155,02.12.2021,35.41,02:21:12,13:34:00,02:21:12,11:12:48,01:15:58,12:18:02,00:00:00,10:26:00,12:18:02,0.0,0.0
155,03.12.2021,10.68,00:58:38,16:34:39,00:58:38,15:36:01,01:19:12,15:15:27,00:00:00,07:25:21,15:15:27,0.0,0.0
155,04.12.2021,0.14,00:01:04,02:06:16,00:01:04,02:05:12,00:10:06,01:56:10,00:00:00,21:53:44,01:56:10,0.0,0.0
155,05.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
155,06.12.2021,0.63,00:05:39,02:07:14,00:05:39,02:01:35,00:13:53,01:53:21,00:00:00,21:52:46,01:53:21,0.0,0.0
155,07.12.2021,25.51,01:45:28,15:45:03,01:45:28,13:59:35,06:32:25,09:12:38,00:00:00,08:14:57,09:12:38,0.0,0.0
155,08.12.2021,31.54,02:20:16,16:05:24,02:20:16,13:45:08,02:26:35,13:38:49,00:00:00,07:54:36,13:38:49,0.0,0.0
155,09.12.2021,16.75,01:12:59,12:38:22,01:12:59,11:25:23,02:06:33,10:31:49,00:00:00,11:21:38,10:31:49,0.0,0.0
155,10.12.2021,19.42,01:27:44,16:03:39,01:27:44,14:35:55,01:02:13,15:01:26,00:00:00,07:56:21,15:01:26,0.0,0.0
155,11.12.2021,24.03,01:45:21,18:18:33,01:45:21,16:33:12,00:31:15,17:47:18,00:00:00,05:41:27,17:47:18,0.0,0.0
155,12.12.2021,13.68,00:57:39,12:15:11,00:57:39,11:17:32,00:23:30,11:51:41,00:00:00,11:44:49,11:51:41,0.0,0.0
155,13.12.2021,19.2,01:28:40,19:50:58,01:28:40,18:22:18,00:35:33,19:15:25,00:00:00,04:09:02,19:15:25,0.0,0.0
155,14.12.2021,27.99,02:04:16,22:24:35,02:04:16,20:20:19,00:27:03,21:57:32,00:00:00,01:35:25,21:57:32,0.0,0.0
155,15.12.2021,33.02,03:15:25,23:25:41,03:15:25,20:10:16,00:30:21,22:55:20,00:00:00,00:34:19,22:55:20,0.0,0.0
155,16.12.2021,30.31,03:22:26,14:36:29,03:22:26,11:14:03,00:22:42,14:13:47,00:00:00,09:23:31,14:13:47,0.0,0.0
155,17.12.2021,6.19,00:59:08,07:03:17,00:59:02,06:04:15,00:08:47,06:54:30,00:00:00,16:56:43,06:54:30,0.0,0.0
155,18.12.2021,2.06,00:41:31,06:56:34,00:41:31,06:15:03,00:20:18,06:36:16,00:00:00,17:03:26,06:36:16,0.0,0.0
155,19.12.2021,1.32,00:32:10,08:50:25,00:32:10,08:18:15,00:07:54,08:42:31,00:00:00,15:09:35,08:42:31,0.0,0.0
155,20.12.2021,1.67,00:30:27,19:52:17,00:30:27,19:21:50,00:07:11,19:45:06,00:00:00,04:07:43,19:45:06,0.0,0.0
155,21.12.2021,5.32,00:43:57,22:45:29,00:43:57,22:01:32,04:14:03,18:31:26,00:00:00,01:14:31,18:31:26,0.0,0.0
155,22.12.2021,5.29,00:32:03,23:23:15,00:32:03,22:51:12,00:30:45,22:52:30,00:00:00,00:36:45,22:52:30,0.0,0.0
155,23.12.2021,8.94,01:04:01,23:18:01,01:04:01,22:14:00,00:05:36,23:12:25,00:00:00,00:41:59,23:12:25,0.0,0.0
155,24.12.2021,11.09,01:36:47,22:00:27,01:36:47,20:23:40,14:33:53,07:26:34,00:00:00,01:59:33,07:26:34,0.0,0.0
155,25.12.2021,12.92,01:23:19,22:58:38,01:23:19,21:35:19,03:10:22,19:48:16,00:00:00,01:01:22,19:48:16,0.0,0.0
155,26.12.2021,28.05,02:33:50,23:31:18,02:33:50,20:57:28,00:06:49,23:24:29,00:00:00,00:28:42,23:24:29,0.0,0.0
155,27.12.2021,31.31,02:32:45,23:24:14,02:32:45,20:51:29,00:03:44,23:20:30,00:00:00,00:35:46,23:20:30,0.0,0.0
155,28.12.2021,22.39,01:43:41,23:59:33,01:43:41,22:15:52,00:00:00,23:59:33,00:00:00,00:00:27,23:59:33,0.0,0.0
155,29.12.2021,1.01,00:16:40,23:54:00,00:16:40,23:37:20,03:06:30,20:47:30,00:00:00,00:06:00,20:47:30,0.0,0.0
155,30.12.2021,21.45,01:23:59,22:39:38,01:23:59,21:15:39,00:07:45,22:31:53,00:00:00,01:20:22,22:31:53,0.0,0.0
155,31.12.2021,30.45,02:26:38,23:54:07,02:26:38,21:27:29,11:54:00,12:00:07,00:00:00,00:04:53,12:00:07,0.0,0.0
242,01.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,02.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,03.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,04.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,05.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,06.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,07.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,08.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,09.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,10.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,11.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,12.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,13.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,14.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,15.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,16.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,17.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,18.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,19.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,20.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,21.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,22.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,23.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,24.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,25.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,26.12.2021,0.0,00:01:26,00:25:14,00:01:26,00:23:48,00:09:44,00:15:30,00:00:00,23:34:46,00:15:30,0.0,0.0
242,27.12.2021,0.0,00:00:30,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,10:18:20,00:00:00,0.0,0.0
242,28.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,29.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,30.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
242,31.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,01.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,02.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,03.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,04.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,05.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,06.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,07.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,08.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,09.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,10.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,11.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,12.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,13.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,14.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,15.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,16.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,17.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,18.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,19.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,20.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,21.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,22.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,23.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,24.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,25.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,26.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,27.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,28.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,29.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,30.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
712,31.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23:59:00,00:00:00,0.0,0.0
788,01.12.2021,118.87,08:53:11,23:47:55,08:51:15,14:56:40,10:04:27,13:43:28,00:00:00,00:12:05,13:43:28,0.0,0.0
788,02.12.2021,173.2,10:09:24,23:50:56,10:08:26,13:42:30,07:34:33,16:16:23,00:00:00,00:09:04,16:16:23,0.0,0.0
788,03.12.2021,83.45,08:09:11,23:51:20,08:08:42,15:42:38,07:59:34,15:51:46,00:00:00,00:08:40,15:51:46,0.0,0.0
788,04.12.2021,70.14,05:05:42,14:09:50,05:04:15,09:05:35,05:10:55,08:58:55,00:00:00,09:50:10,08:58:55,0.0,0.0
788,05.12.2021,141.13,07:49:57,22:49:27,07:49:57,14:59:30,12:10:00,10:39:27,00:00:00,01:10:33,10:39:27,0.0,0.0
788,06.12.2021,144.79,09:16:32,23:54:48,09:16:03,14:38:45,10:22:41,13:32:07,00:00:00,00:05:12,13:32:07,0.0,0.0
788,07.12.2021,132.1,08:16:25,23:56:32,08:15:56,15:40:36,09:49:51,14:06:41,00:00:00,00:03:28,14:06:41,0.0,0.0
788,08.12.2021,137.65,08:41:22,23:58:17,08:41:22,15:16:55,09:39:39,14:18:38,00:00:00,00:01:43,14:18:38,0.0,0.0
788,09.12.2021,123.76,07:41:38,23:13:08,07:41:09,15:31:59,09:24:23,13:48:45,00:00:00,00:46:52,13:48:45,0.0,0.0
788,10.12.2021,173.62,10:13:03,23:55:50,10:12:34,13:43:16,07:45:13,16:10:37,00:00:00,00:04:10,16:10:37,0.0,0.0
788,11.12.2021,174.5,10:26:26,23:43:06,10:24:59,13:18:07,07:59:59,15:43:07,00:00:00,00:16:54,15:43:07,0.0,0.0
788,12.12.2021,79.26,06:06:10,15:05:04,06:06:10,08:58:54,03:03:32,12:01:32,00:00:00,08:54:56,12:01:32,0.0,0.0
788,13.12.2021,173.85,09:51:17,23:55:15,09:49:50,14:05:25,08:11:27,15:43:48,00:00:00,00:04:45,15:43:48,0.0,0.0
788,14.12.2021,129.38,07:10:57,23:54:33,07:10:57,16:43:36,08:10:17,15:44:16,00:00:00,00:05:27,15:44:16,0.0,0.0
788,15.12.2021,65.17,03:47:24,23:52:42,03:46:55,20:05:47,02:28:11,21:24:31,00:00:00,00:07:18,21:24:31,0.0,0.0
788,16.12.2021,208.26,11:04:43,23:56:50,11:04:14,12:52:36,08:02:00,15:54:50,00:00:00,00:03:10,15:54:50,0.0,0.0
788,17.12.2021,210.32,11:00:36,23:30:20,10:59:38,12:30:42,07:15:50,16:14:30,00:00:00,00:29:40,16:14:30,0.0,0.0
788,18.12.2021,117.89,05:46:58,23:58:59,05:46:58,18:12:01,06:31:57,17:27:02,00:00:00,00:01:01,17:27:02,0.0,0.0
788,19.12.2021,47.82,02:33:44,23:51:04,02:33:44,21:17:20,07:45:24,16:05:40,00:00:00,00:08:56,16:05:40,0.0,0.0
788,20.12.2021,0.59,00:09:08,23:58:31,00:09:08,23:49:23,07:43:43,16:14:48,00:00:00,00:01:29,16:14:48,0.0,0.0
788,21.12.2021,51.4,02:55:50,23:58:03,02:55:50,21:02:13,06:58:49,16:59:14,00:00:00,00:01:57,16:59:14,0.0,0.0
788,22.12.2021,54.58,02:58:33,23:53:40,02:58:33,20:55:07,01:22:25,22:31:15,00:00:00,00:06:20,22:31:15,0.0,0.0
788,23.12.2021,55.0,03:01:43,23:56:20,03:01:43,20:54:37,07:05:50,16:50:30,00:00:00,00:03:40,16:50:30,0.0,0.0
788,24.12.2021,89.7,04:04:08,23:54:40,04:04:08,19:50:32,06:20:46,17:33:54,00:00:00,00:05:20,17:33:54,0.0,0.0
788,25.12.2021,126.06,07:52:13,23:25:04,07:52:13,15:32:51,12:49:42,10:35:22,00:00:00,00:34:56,10:35:22,0.0,0.0
788,26.12.2021,152.09,07:46:48,22:56:10,07:46:48,15:09:22,13:39:07,09:17:03,00:00:00,01:03:50,09:17:03,0.0,0.0
788,27.12.2021,176.93,09:13:35,23:09:47,09:13:35,13:56:12,11:58:12,11:11:35,00:00:00,00:50:13,11:11:35,0.0,0.0
788,28.12.2021,187.64,10:37:45,00:00:00,10:37:45,13:22:15,11:16:07,12:43:53,00:00:00,00:00:00,12:43:53,0.0,0.0
788,29.12.2021,166.11,08:48:36,00:00:00,08:48:36,15:11:24,13:21:54,10:38:06,00:00:00,00:00:00,10:38:06,0.0,0.0
788,30.12.2021,206.28,11:18:26,23:57:09,11:18:26,12:38:43,10:44:10,13:12:59,00:00:00,00:02:51,13:12:59,0.0,0.0
788,31.12.2021,50.19,02:06:15,23:53:52,02:06:15,21:47:37,09:07:42,14:46:10,00:00:00,00:05:08,14:46:10,0.0,0.0
123,01.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
123,02.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
123,03.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
123,04.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
123,05.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
123,06.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
123,07.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
123,08.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
123,09.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
123,10.12.2021,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0
